dataset,model,model_config,model_name,fraction,unlabeled_ratio,run,epoch,loss,g_loss,d_loss,d_loss_sup,d_loss_unsup,c_loss,accuracy,macro_f1,val_loss,val_accuracy,val_macro_f1,test_loss,test_accuracy,test_macro_f1
mams,gan,,gan,0.1,1.0,3,1.0,,0.3641030788421631,2.907711267471313,,,,0.5794626474380493,0.4704986810684204,1.2009183168411257,0.573437511920929,0.4598439335823059,1.2165284156799316,0.5628125071525574,0.439758837223053
mams,gan,,gan,0.1,1.0,3,2.0,,0.3113516271114349,2.4384305477142334,,,,0.5660291314125061,0.4989623427391052,0.9478176832199096,0.676562488079071,0.5192424058914185,0.932543158531189,0.6831250190734863,0.5198526978492737
mams,gan,,gan,0.1,1.0,3,3.0,,0.3407756984233856,1.7279852628707886,,,,0.6769125461578369,0.591016948223114,1.0147515535354614,0.6503124833106995,0.5021094679832458,0.9995062351226808,0.65625,0.5047736167907715
mams,gan,,gan,0.1,1.0,3,4.0,,0.4018350541591644,1.8329142332077024,,,,0.6671220660209656,0.5919321775436401,0.9808876514434814,0.6768749952316284,0.5258746147155762,0.957468032836914,0.6934375166893005,0.535999059677124
mams,gan,,gan,0.1,1.0,3,5.0,,0.4355431497097015,1.3912484645843506,,,,0.7165300250053406,0.6469243764877319,1.0296446084976196,0.7046874761581421,0.5422390699386597,0.992626130580902,0.7118750214576721,0.5492911338806152
mams,gan,,gan,0.1,1.0,3,6.0,,0.4717337787151336,1.4601916074752808,,,,0.7399817705154419,0.6692508459091187,1.306917667388916,0.6321874856948853,0.5054711699485779,1.2605581283569336,0.640625,0.5118600726127625
mams,gan,,gan,0.1,1.0,3,7.0,,0.457333505153656,1.386277437210083,,,,0.6976320743560791,0.646717369556427,1.0709503889083862,0.7021874785423279,0.548695981502533,1.0902831554412842,0.690625011920929,0.5361341834068298
mams,gan,,gan,0.1,1.0,4,0.0,,0.2855031788349151,3.776110887527466,,,,0.407072365283966,0.401150643825531,1.024905800819397,0.546875,0.4354875087738037,1.0197434425354004,0.5606250166893005,0.4441884756088257
mams,gan,,gan,0.1,1.0,4,1.0,,0.2958972454071045,3.257132053375244,,,,0.5631793737411499,0.498567670583725,0.7159004807472229,0.7109375,0.5193158388137817,0.7019504308700562,0.7137500047683716,0.515091061592102
mams,gan,,gan,0.1,1.0,4,2.0,,0.3623179197311401,2.5982136726379395,,,,0.6995018124580383,0.5965467691421509,0.7473995685577393,0.7071874737739563,0.5556781888008118,0.7262281179428101,0.7131249904632568,0.5559092164039612
mams,gan,,gan,0.1,1.0,4,3.0,,0.4298714101314544,2.8629441261291504,,,,0.7203351259231567,0.6405324339866638,0.7158563733100891,0.7587500214576721,0.5791974663734436,0.6780426502227783,0.7615625262260437,0.5788790583610535
mams,gan,,gan,0.1,1.0,4,4.0,,0.4566511511802673,1.6975723505020142,,,,0.7651721239089966,0.6763918399810791,0.8388544321060181,0.7368749976158142,0.5732865333557129,0.7932426929473877,0.7506250143051147,0.5832167863845825
mams,gan,,gan,0.1,1.0,4,5.0,,0.4960756301879883,1.610692262649536,,,,0.7742300629615784,0.6987740397453308,0.8803653120994568,0.7549999952316284,0.6128531098365784,0.8310372829437256,0.7543749809265137,0.6050999760627747
mams,gan,,gan,0.1,1.0,4,6.0,,0.486305832862854,1.4080495834350586,,,,0.7909873127937317,0.7342336177825928,0.9276210069656372,0.7684375047683716,0.6287009119987488,0.8723880052566528,0.765625,0.6070607304573059
mams,gan,,gan,0.1,1.0,4,7.0,,0.4933573603630066,1.444169521331787,,,,0.804347813129425,0.7473585605621338,1.0739151239395142,0.7528125047683716,0.6112382411956787,0.974694013595581,0.7574999928474426,0.612273097038269
mams,gan,,gan,0.1,1.0,5,0.0,,0.2473763227462768,3.5576953887939453,,,,0.3601398468017578,0.3386738300323486,1.4299495220184326,0.3021875023841858,0.3087249994277954,1.4193960428237915,0.2940624952316284,0.2927455902099609
mams,gan,,gan,0.1,1.0,5,1.0,,0.2662294209003448,3.065593242645264,,,,0.3485267162322998,0.3560619354248047,1.0351760387420654,0.6284375190734863,0.4973584413528442,1.0339772701263428,0.6175000071525574,0.471427172422409
mams,gan,,gan,0.1,1.0,5,2.0,,0.3203094005584717,2.524146318435669,,,,0.6155617237091064,0.5333856344223022,0.9124675989151,0.6315624713897705,0.5257182121276855,0.9253766536712646,0.6115624904632568,0.4934993386268616
mams,gan,,gan,0.1,1.0,5,3.0,,0.4121273159980774,2.028364419937134,,,,0.6284530162811279,0.5671098232269287,0.8479927778244019,0.6746875047683716,0.5446090698242188,0.8352441191673279,0.6806250214576721,0.5497673749923706
mams,gan,,gan,0.1,1.0,5,4.0,,0.4726447463035583,2.075756788253784,,,,0.6984346508979797,0.6336843967437744,1.069103717803955,0.6481249928474426,0.5467450618743896,1.03346049785614,0.6478124856948853,0.5457139611244202
mams,gan,,gan,0.1,1.0,5,5.0,,0.4968118071556091,1.7751775979995728,,,,0.6883057355880737,0.6483867764472961,0.7898365259170532,0.7543749809265137,0.6045495271682739,0.7697948217391968,0.746874988079071,0.5946332216262817
mams,gan,,gan,0.1,1.0,5,6.0,,0.4921492338180542,1.95784854888916,,,,0.7716390490531921,0.7091089487075806,0.899120569229126,0.7303125262260437,0.6040710806846619,0.8819106221199036,0.7259374856948853,0.5964099764823914
mams,gan,,gan,0.1,1.0,5,7.0,,0.4954485893249511,1.6297705173492432,,,,0.765423595905304,0.7166415452957153,1.215548753738403,0.6959375143051147,0.5718353390693665,1.1693215370178225,0.6887500286102295,0.5628335475921631
mams,gan,,gan,0.1,1.0,6,0.0,,0.3192263323150269,3.546288,1.4060085,2.1402802,,0.27226028,0.2706809,1.3746287822723389,0.1959374994039535,0.2015450894832611,1.369643211364746,0.1993750035762787,0.2090851664543151
mams,gan,,gan,0.1,1.0,6,1.0,,0.3340808647136166,3.3533447,1.2907637,2.0625806,,0.25114468,0.26722497,1.2009265422821045,0.5396875143051147,0.4342449307441711,1.2033196687698364,0.5484374761581421,0.4391461014747619
mams,gan,,gan,0.1,1.0,6,2.0,,0.3672296585489625,2.760229,1.0529755,1.7072529,,0.55082417,0.48650184,0.9826886653900146,0.6368749737739563,0.5016176104545593,0.99589341878891,0.6309375166893005,0.4839782118797302
mams,gan,,gan,0.1,1.0,6,3.0,,0.3874327640419137,2.3113632,0.83410794,1.4772552,,0.63576007,0.5532204,0.9122173190116882,0.640625,0.5232334733009338,0.9125427007675172,0.6518750190734863,0.5247138738632202
mams,gan,,gan,0.1,1.0,6,4.0,,0.4210504052573687,2.0909438,0.7044201,1.3865234,,0.6698718,0.6066438,1.0289356708526611,0.645312488079071,0.5359677672386169,0.9810415506362916,0.6537500023841858,0.5349669456481934
mams,gan,,gan,0.1,1.0,6,5.0,,0.4642052025827643,1.8579673,0.5390232,1.3189446,,0.68841577,0.6356391,1.0278425216674805,0.6581249833106995,0.5284789800643921,0.9845402240753174,0.6606249809265137,0.5298452377319336
mams,gan,,gan,0.1,1.0,6,6.0,,0.4655909029996558,1.7424736,0.44752434,1.2949499,,0.70123625,0.64549845,1.2096128463745115,0.6693750023841858,0.5543992519378662,1.1413456201553345,0.6800000071525574,0.5570062398910522
mams,gan,,gan,0.1,1.0,6,7.0,,0.4663958796491361,1.6291795,0.35370636,1.275473,,0.72893775,0.6832765,0.8586384654045105,0.7365624904632568,0.5991602540016174,0.8607649803161621,0.7331249713897705,0.5817537307739258
mams,gan,,gan,0.1,1.0,7,0.0,,0.4124666185348065,3.509284,1.3363503,2.1729338,,0.35423452,0.34371746,0.9172292351722716,0.6756250262260437,0.4620561599731445,0.909340500831604,0.671875,0.4527096152305603
mams,gan,,gan,0.1,1.0,7,1.0,,0.3406578296577776,3.1008246,1.0121429,2.0886827,,0.6440831,0.53174734,0.7651806473731995,0.7003124952316284,0.5263340473175049,0.74530029296875,0.7106249928474426,0.5315036177635193
mams,gan,,gan,0.1,1.0,7,2.0,,0.3409380353503413,2.5088813,0.7907785,1.7181028,,0.7007678,0.61253643,0.7439389228820801,0.7315624952316284,0.5856238603591919,0.7311030626296997,0.7315624952316284,0.5727195739746094
mams,gan,,gan,0.1,1.0,7,3.0,,0.3947727548611628,2.037749,0.58127826,1.4564704,,0.7450316,0.6727397,0.8977854251861572,0.7225000262260437,0.5914591550827026,0.8721526265144348,0.723437488079071,0.5828795433044434
mams,gan,,gan,0.1,1.0,7,4.0,,0.4203583855520595,1.8192052,0.41569713,1.4035078,,0.75654924,0.6976274,0.8701311349868774,0.7440624833106995,0.5952005386352539,0.8276903033256531,0.7590625286102295,0.607215166091919
mams,gan,,gan,0.1,1.0,7,5.0,,0.4424864415611539,1.70923,0.31901062,1.3902186,,0.7933604,0.7308348,1.3064433336257937,0.6725000143051147,0.5603920221328735,1.2693523168563845,0.6853125095367432,0.5709576606750488
mams,gan,,gan,0.1,1.0,7,6.0,,0.4677309270028944,1.6319511,0.27466798,1.3572837,,0.7450316,0.7045297,1.2486680746078491,0.7018749713897705,0.5935959815979004,1.2069069147109983,0.7118750214576721,0.6013529300689697
mams,gan,,gan,0.1,1.0,7,7.0,,0.4843852897356083,1.479222,0.1561015,1.3231204,,0.77710027,0.7449901,1.5009896755218506,0.692187488079071,0.5750706195831299,1.4449840784072876,0.7074999809265137,0.59210604429245
mams,gan,,gan,0.1,1.0,8,0.0,,0.3493673860446199,3.520593,1.368175,2.1524181,,0.31574675,0.29865414,1.3655248880386353,0.2971875071525574,0.3063395917415619,1.3456909656524658,0.3184374868869781,0.3133093118667602
mams,gan,,gan,0.1,1.0,8,1.0,,0.2774113141871118,3.157214,1.1499504,2.0072649,,0.3729693,0.38671178,1.0768977403640747,0.5756250023841858,0.4778079688549042,1.0308009386062622,0.6171875,0.5124785900115967
mams,gan,,gan,0.1,1.0,8,2.0,,0.3484506206466006,2.5307825,0.885393,1.6453903,,0.62748194,0.57230747,0.8475066423416138,0.6959375143051147,0.5660214424133301,0.8131340146064758,0.715624988079071,0.5793396234512329
mams,gan,,gan,0.1,1.0,8,3.0,,0.4318598073411298,2.1466203,0.6995763,1.4470437,,0.7238267,0.66021574,0.7526469230651855,0.7509375214576721,0.5974115133285522,0.7233542799949646,0.7590625286102295,0.6040257811546326
mams,gan,,gan,0.1,1.0,8,4.0,,0.4476020444523204,1.857515,0.50309557,1.3544192,,0.77685016,0.7109271,0.8598646521568298,0.7487499713897705,0.6156600713729858,0.8026758432388306,0.7653124928474426,0.6241779923439026
mams,gan,,gan,0.1,1.0,8,5.0,,0.4560757556131908,1.6806751,0.41300616,1.2676693,,0.7903881,0.7329631,0.958549737930298,0.7603124976158142,0.6232260465621948,0.9088948965072632,0.7715625166893005,0.6319087743759155
mams,gan,,gan,0.1,1.0,8,6.0,,0.462264294941704,1.5797697,0.33620596,1.2435634,,0.7989621,0.74708277,1.0709995031356812,0.7646874785423279,0.6264070272445679,0.9596535563468932,0.7768750190734863,0.6375120878219604
mams,gan,,gan,0.1,1.0,8,7.0,,0.4652728444183027,1.5121393,0.2516902,1.260449,,0.81430507,0.76486105,1.137567400932312,0.7634375095367432,0.6379654407501221,1.059671401977539,0.7718750238418579,0.6389961838722229
mams,gan,,gan,0.1,1.0,9,0.0,,,3.169445276260376,0.9838619232177734,2.1855833530426025,,0.3367834389209747,0.3282848596572876,1.1564483642578125,0.5815625190734863,0.405955821275711,1.168471336364746,0.5706250071525574,0.3925983309745788
mams,gan,,gan,0.1,1.0,9,1.0,,,3.648404836654663,1.7042200565338137,1.9441847801208496,,0.4554140269756317,0.4527323842048645,1.028210163116455,0.5793750286102295,0.443431556224823,1.0321670770645142,0.5846874713897705,0.447104811668396
mams,gan,,gan,0.1,1.0,9,2.0,,,2.3984851837158203,0.8145190477371216,1.5839661359786987,,0.5708598494529724,0.5694243311882019,0.9102559089660645,0.6365625262260437,0.4810718297958374,0.9082579016685486,0.6471874713897705,0.492488294839859
mams,gan,,gan,0.1,1.0,9,3.0,,,2.127516269683838,0.7704987525939941,1.3570176362991333,,0.6711783409118652,0.6693193912506104,1.0087940692901611,0.59375,0.475317120552063,0.9913065433502196,0.6059374809265137,0.4908102750778198
mams,gan,,gan,0.1,1.0,9,4.0,,,1.950831174850464,0.591596782207489,1.35923433303833,,0.7428343892097473,0.741371750831604,0.9113467931747437,0.6600000262260437,0.5326901078224182,0.8707571625709534,0.667187511920929,0.5397024154663086
mams,gan,,gan,0.1,1.0,9,5.0,,,1.868058681488037,0.5237066745758057,1.3443520069122314,,0.7953821420669556,0.7941137552261353,0.9088544249534608,0.684374988079071,0.5454534292221069,0.8686355352401733,0.7037500143051147,0.5621652603149414
mams,gan,,gan,0.1,1.0,9,6.0,,,1.4776815176010132,0.336958646774292,1.1407228708267212,,0.8328025341033936,0.8315462470054626,0.9897668957710266,0.6796875,0.542586088180542,0.963005304336548,0.6862499713897705,0.5487015843391418
mams,gan,,gan,0.1,1.0,9,7.0,,,1.436112880706787,0.2003726214170456,1.235740303993225,,0.8781847357749939,0.8782157897949219,1.05378520488739,0.6931250095367432,0.5560005307197571,0.999260187149048,0.6974999904632568,0.5522461533546448
mams,gan,,gan,0.1,16.0,0,0.0,,0.49289024,3.3050787,,,,0.43585527,0.43463224,1.0120646953582764,0.6931250095367432,0.4940102696418762,1.0182231664657593,0.6865624785423279,0.4646868705749511
mams,gan,,gan,0.1,16.0,0,1.0,,0.54349506,3.5289254,,,,0.6637228,0.5381018,0.8137392997741699,0.7256249785423279,0.5534528493881226,0.8086790442466736,0.7181249856948853,0.5281087160110474
mams,gan,,gan,0.1,16.0,0,2.0,,0.8213101,3.3722267,,,,0.7105978,0.6077646,1.0743553638458252,0.7431250214576721,0.5946650505065918,1.0636682510375977,0.7337499856948853,0.5735412836074829
mams,gan,,gan,0.1,16.0,0,3.0,,1.1664909,5.3703895,,,,0.734375,0.6555487,0.8791570067405701,0.7043750286102295,0.5765385031700134,0.8591586947441101,0.6968749761581421,0.5542791485786438
mams,gan,,gan,0.1,16.0,0,4.0,,1.1632136,2.012212,,,,0.72282606,0.66300744,0.9600018858909608,0.6793749928474426,0.5662871599197388,0.9403518438339232,0.6815624833106995,0.5622856020927429
mams,gan,,gan,0.1,16.0,0,5.0,,1.5126698,2.1496673,,,,0.7259964,0.6818204,1.4086294174194336,0.7037500143051147,0.5861818194389343,1.3152799606323242,0.7103124856948853,0.596426248550415
mams,gan,,gan,0.1,16.0,0,6.0,,1.218899,3.9118276,,,,0.7531703,0.71156037,1.3776872158050537,0.7124999761581421,0.5978671312332153,1.32306706905365,0.7200000286102295,0.6084471940994263
mams,gan,,gan,0.1,16.0,0,7.0,,1.7101564,1.6260729,,,,0.76902175,0.7352308,1.1905467510223389,0.6946874856948853,0.5963054895401001,1.152214765548706,0.6990625262260437,0.6059767007827759
mams,gan,,gan,0.1,16.0,1,0.0,,0.42541265,2.4686816,,,,0.39133987,0.3898899,1.08583664894104,0.6143749952316284,0.3972958922386169,1.0820069313049316,0.6118749976158142,0.4039579927921295
mams,gan,,gan,0.1,16.0,1,1.0,,0.4985286,2.2038443,,,,0.5904159,0.5045635,0.7480901479721069,0.6734374761581421,0.4550977051258087,0.7487950325012207,0.6703125238418579,0.4502773284912109
mams,gan,,gan,0.1,16.0,1,2.0,,0.6292765,2.376513,,,,0.664783,0.5802204,0.9822158217430116,0.6371874809265137,0.5013676285743713,0.9936649203300476,0.6337500214576721,0.5007461309432983
mams,gan,,gan,0.1,16.0,1,3.0,,0.86232376,1.1983846,,,,0.6584539,0.60920346,1.0230989456176758,0.7318750023841858,0.5568768978118896,1.0288106203079224,0.7325000166893005,0.5584330558776855
mams,gan,,gan,0.1,16.0,1,4.0,,1.188499,0.8673791,,,,0.7418626,0.6753625,0.857871949672699,0.7387499809265137,0.5866073369979858,0.9107818603515624,0.7256249785423279,0.564310610294342
mams,gan,,gan,0.1,16.0,1,5.0,,1.1502712,0.928811,,,,0.75180835,0.69210637,1.0821229219436646,0.7584375143051147,0.6005157232284546,1.100772738456726,0.753125011920929,0.5917066335678101
mams,gan,,gan,0.1,16.0,1,6.0,,2.1900823,0.3664759,,,,0.78277576,0.7224494,0.7776525020599365,0.7518749833106995,0.6131337881088257,0.8073940873146057,0.7462499737739563,0.6029908657073975
mams,gan,,gan,0.1,16.0,1,7.0,,1.1744378,0.8447306,,,,0.7845841,0.7387767,1.366430401802063,0.7425000071525574,0.5992264747619629,1.2985925674438477,0.7471874952316284,0.6037610769271851
mams,gan,,gan,0.1,16.0,10,0.0,,,1.4834941625595093,1.0000000036274937e-15,1.4834941625595093,,0.3258785903453827,0.3255455493927002,1.159587860107422,0.6681249737739563,0.2936854958534241,1.1554101705551147,0.6606249809265137,0.282965213060379
mams,gan,,gan,0.1,16.0,10,1.0,,,1.535330057144165,1.0000000036274937e-15,1.535330057144165,,0.4129393100738525,0.4100440144538879,1.097718358039856,0.6584374904632568,0.4430721700191498,1.0887839794158936,0.6603124737739563,0.4467769265174866
mams,gan,,gan,0.1,16.0,10,2.0,,,1.3922125101089478,1.0000000036274937e-15,1.3922125101089478,,0.5119808316230774,0.5143399238586426,1.1824151277542114,0.5012500286102295,0.4321432709693908,1.1876144409179688,0.5006250143051147,0.4273421466350555
mams,gan,,gan,0.1,16.0,10,3.0,,,0.9025607705116272,1.0000000036274937e-15,0.9025607705116272,,0.5982428193092346,0.5979306101799011,0.869708776473999,0.7090625166893005,0.5461249351501465,0.8596164584159851,0.7228124737739563,0.5654284954071045
mams,gan,,gan,0.1,16.0,10,4.0,,,1.0761698484420776,1.0000000036274937e-15,1.0761698484420776,,0.694888174533844,0.6931329369544983,0.6392351984977722,0.7909374833106995,0.606953501701355,0.657962441444397,0.7834374904632568,0.5942140817642212
mams,gan,,gan,0.1,16.0,10,5.0,,,0.4408467411994934,1.0000000036274937e-15,0.4408467411994934,,0.7396166324615479,0.7374448776245117,0.7313014268875122,0.7593749761581421,0.5943878889083862,0.7527425289154053,0.7593749761581421,0.5761386156082153
mams,gan,,gan,0.1,16.0,10,6.0,,,0.5632312297821045,1.0000000036274937e-15,0.5632312297821045,,0.7787539958953857,0.7762056589126587,0.7873068451881409,0.7534375190734863,0.6240262389183044,0.8285061120986938,0.7412499785423279,0.6170274019241333
mams,gan,,gan,0.1,16.0,10,7.0,,,0.4546491801738739,0.0830604135990142,0.3715887665748596,,0.8314696550369263,0.8300268650054932,0.8498325943946838,0.7487499713897705,0.61424320936203,0.8576090931892395,0.7518749833106995,0.6318061947822571
mams,gan,,gan,0.1,16.0,11,0.0,,,3.19598126411438,1.7708746194839478,1.425106644630432,,0.3520067036151886,0.3492124676704407,1.196873664855957,0.5362499952316284,0.3619831800460815,1.2006864547729492,0.5328124761581421,0.3607702255249023
mams,gan,,gan,0.1,16.0,11,1.0,,,1.361448049545288,1.0000000036274937e-15,1.361448049545288,,0.5183946490287781,0.5165426135063171,1.1104804277420044,0.4850000143051147,0.4370360374450683,1.1239807605743408,0.4806250035762787,0.4317676723003387
mams,gan,,gan,0.1,16.0,11,2.0,,,2.1486380100250244,0.3748808205127716,1.7737572193145752,,0.6346153616905212,0.6334925889968872,0.7331916689872742,0.7631250023841858,0.6080975532531738,0.7426735162734985,0.7603124976158142,0.6050370931625366
mams,gan,,gan,0.1,16.0,11,3.0,,,1.0125006437301636,1.0000000036274937e-15,1.0125006437301636,,0.7182274460792542,0.7170507907867432,0.7967991828918457,0.739062488079071,0.6024410724639893,0.7896198034286499,0.739062488079071,0.6077864766120911
mams,gan,,gan,0.1,16.0,11,4.0,,,0.6679748892784119,1.0000000036274937e-15,0.6679748892784119,,0.8001672029495239,0.7977813482284546,0.8197993636131287,0.7003124952316284,0.5860356092453003,0.7913719415664673,0.7112500071525574,0.6060000061988831
mams,gan,,gan,0.1,16.0,11,5.0,,,1.1437543630599976,0.2768105268478393,0.8669438362121582,,0.8235785961151123,0.8221251964569092,0.6064563989639282,0.7978125214576721,0.6249610185623169,0.5965931415557861,0.7962499856948853,0.6368873119354248
mams,gan,,gan,0.1,16.0,11,6.0,,,1.1692804098129272,0.0294544901698827,1.1398259401321411,,0.8837792873382568,0.8834811449050903,0.9282041192054749,0.7799999713897705,0.6503276824951172,0.9663495421409608,0.7699999809265137,0.6368464827537537
mams,gan,,gan,0.1,16.0,11,7.0,,,0.454498142004013,1.0000000036274937e-15,0.454498142004013,,0.8913043737411499,0.8912543654441833,1.5231343507766724,0.7146875262260437,0.5526800155639648,1.4463317394256592,0.7178124785423279,0.5622502565383911
mams,gan,,gan,0.1,16.0,2,0.0,,0.45358762,2.7883358,,,,0.3319257,0.3307926,1.3818020820617676,0.3621875047683716,0.2640217244625091,1.3918229341506958,0.3506250083446502,0.2543870508670807
mams,gan,,gan,0.1,16.0,2,1.0,,0.57564634,2.017909,,,,0.366104,0.33545643,1.1068114042282104,0.5328124761581421,0.4353490173816681,1.1060092449188232,0.5390625,0.4229749143123626
mams,gan,,gan,0.1,16.0,2,2.0,,0.5114904,2.668752,,,,0.5328467,0.46549067,1.2786647081375122,0.4190624952316284,0.4114349484443664,1.25920307636261,0.4275000095367431,0.4129003286361694
mams,gan,,gan,0.1,16.0,2,3.0,,0.78496397,1.1978257,,,,0.47376823,0.47738668,1.1382901668548584,0.4774999916553497,0.4550026059150696,1.1181573867797852,0.5015624761581421,0.4668169021606445
mams,gan,,gan,0.1,16.0,2,4.0,,0.9308077,1.1218516,,,,0.54790145,0.54148066,0.9289646744728088,0.6737499833106995,0.5432916879653931,0.9019346833229064,0.6884375214576721,0.5538558959960938
mams,gan,,gan,0.1,16.0,2,5.0,,1.3148971,0.83561224,,,,0.703011,0.63950944,0.892606258392334,0.6759374737739563,0.5504019260406494,0.8587909936904907,0.6871874928474426,0.5442511439323425
mams,gan,,gan,0.1,16.0,2,6.0,,0.94216573,1.2085928,,,,0.7189781,0.65496933,0.8590543866157532,0.7612500190734863,0.6005548238754272,0.8232625722885132,0.7649999856948853,0.5947179198265076
mams,gan,,gan,0.1,16.0,2,7.0,,1.3196825,1.0218675,,,,0.78626823,0.71439195,0.7448055744171143,0.801562488079071,0.6229010224342346,0.7374547719955444,0.8081250190734863,0.626765787601471
mams,gan,,gan,0.1,16.0,3,0.0,,0.49112773,1.7150247,,,,0.35513246,0.35407645,1.354856014251709,0.225624993443489,0.2139810919761657,1.3661383390426636,0.2215625047683715,0.200985699892044
mams,gan,,gan,0.1,16.0,3,1.0,,0.49586266,1.5127499,,,,0.29877496,0.3195089,1.1313755512237549,0.5724999904632568,0.4819115698337555,1.1487804651260376,0.5659375190734863,0.4727698564529419
mams,gan,,gan,0.1,16.0,3,2.0,,0.7191739,1.1515017,,,,0.574637,0.522857,1.1758050918579102,0.5518749952316284,0.475554347038269,1.2008254528045654,0.5462499856948853,0.4651289582252502
mams,gan,,gan,0.1,16.0,3,3.0,,0.95606333,0.8168719,,,,0.58144283,0.54346985,1.4140806198120115,0.5221874713897705,0.4612399339675903,1.418595790863037,0.5240625143051147,0.4513286352157593
mams,gan,,gan,0.1,16.0,3,4.0,,1.2633505,0.6926274,,,,0.5866606,0.559399,1.1251661777496338,0.6000000238418579,0.5185877680778503,1.1077187061309814,0.6081249713897705,0.5158578753471375
mams,gan,,gan,0.1,16.0,3,5.0,,1.7265322,0.5262592,,,,0.6637931,0.63365483,1.240045428276062,0.5712500214576721,0.5003706216812134,1.2160173654556274,0.5696874856948853,0.4972829520702362
mams,gan,,gan,0.1,16.0,3,6.0,,1.5340698,0.5203049,,,,0.64360255,0.62547433,1.0506943464279177,0.7090625166893005,0.5822827816009521,1.0311007499694824,0.7056249976158142,0.5770240426063538
mams,gan,,gan,0.1,16.0,3,7.0,,1.2194561,0.78427315,,,,0.7538566,0.70656955,1.6752653121948242,0.6415625214576721,0.5468295812606812,1.6610723733901978,0.6449999809265137,0.5444562435150146
mams,gan,,gan,0.1,16.0,4,0.0,,0.4851268,2.6945302,,,,0.46702453,0.4640693,0.808809220790863,0.6959375143051147,0.5304495096206665,0.8212116360664368,0.6946874856948853,0.5220077037811279
mams,gan,,gan,0.1,16.0,4,1.0,,0.46251658,4.3213234,,,,0.6862789,0.5966388,0.9464567303657532,0.692187488079071,0.4771418571472168,0.9691207408905028,0.6887500286102295,0.4837477207183838
mams,gan,,gan,0.1,16.0,4,2.0,,0.7059172,8.305093,,,,0.71380997,0.6396548,0.8396146893501282,0.7821875214576721,0.6455166339874268,0.8038392663002014,0.7796875238418579,0.6368021368980408
mams,gan,,gan,0.1,16.0,4,3.0,,1.1086507,1.2830118,,,,0.8021758,0.7474446,0.8620498776435852,0.7634375095367432,0.6383513808250427,0.8589657545089722,0.7559375166893005,0.6259738206863403
mams,gan,,gan,0.1,16.0,4,4.0,,1.1940699,3.5456047,,,,0.79329485,0.7477939,0.9365535974502563,0.7831249833106995,0.6458179950714111,0.956564962863922,0.7790625095367432,0.6414614319801331
mams,gan,,gan,0.1,16.0,4,5.0,,1.5299963,1.0262741,,,,0.8174956,0.76959187,1.070209503173828,0.7878124713897705,0.6623357534408569,1.0259485244750977,0.7878124713897705,0.6549285054206848
mams,gan,,gan,0.1,16.0,4,6.0,,1.0527264,1.0826194,,,,0.8159414,0.76971424,1.2849539518356323,0.6809375286102295,0.5697836875915527,1.1909853219985962,0.6940624713897705,0.572995126247406
mams,gan,,gan,0.1,16.0,4,7.0,,1.2301644,0.7894571,,,,0.7508881,0.71438956,0.987082540988922,0.7996875047683716,0.6666889190673828,0.9472272396087646,0.7990624904632568,0.666248083114624
mams,gan,,gan,0.1,16.0,5,0.0,,0.49956754,1.9052833,,,,0.31740615,0.3173697,1.3451827764511108,0.2712500095367431,0.2118783593177795,1.3307805061340332,0.2931250035762787,0.2261968851089477
mams,gan,,gan,0.1,16.0,5,1.0,,0.4633655,1.7980279,,,,0.3261665,0.30105382,1.094061017036438,0.5378124713897705,0.3389729857444763,1.0993999242782593,0.5415624976158142,0.3316182494163513
mams,gan,,gan,0.1,16.0,5,2.0,,0.6198984,1.5154196,,,,0.5306496,0.42038324,0.9219610691070556,0.6868749856948853,0.4872387945652008,0.930043637752533,0.6834375262260437,0.4841016829013824
mams,gan,,gan,0.1,16.0,5,3.0,,0.7079355,1.2020861,,,,0.6541629,0.53325737,0.9387549757957458,0.6371874809265137,0.500286340713501,0.942311465740204,0.6356250047683716,0.49726602435112
mams,gan,,gan,0.1,16.0,5,4.0,,1.008863,0.8340526,,,,0.64204025,0.5662343,0.6753286719322205,0.7425000071525574,0.5507121086120605,0.6743417978286743,0.7275000214576721,0.525921642780304
mams,gan,,gan,0.1,16.0,5,5.0,,0.9868695,0.78405416,,,,0.72369623,0.62153405,0.6509263515472412,0.7487499713897705,0.5557435750961304,0.6654394268989563,0.7353125214576721,0.5093461871147156
mams,gan,,gan,0.1,16.0,5,6.0,,1.7877429,0.3766653,,,,0.75251603,0.6637051,0.771460771560669,0.7574999928474426,0.5957611799240112,0.7448043823242188,0.7646874785423279,0.5983062982559204
mams,gan,,gan,0.1,16.0,5,7.0,,1.6312329,0.515772,,,,0.78591037,0.71265924,1.2230801582336426,0.6974999904632568,0.5643195509910583,1.1992698907852173,0.698437511920929,0.5571262836456299
mams,gan,,gan,0.1,16.0,6,0.0,,0.4326027004941509,2.7656775,0.8831442,1.882535,,0.2982315,0.29841512,1.6452277898788452,0.1015625,0.1238146126270294,1.64965558052063,0.0981250032782554,0.1184598058462143
mams,gan,,gan,0.1,16.0,6,1.0,,0.4922423559535469,2.191441,0.7300454,1.461396,,0.20544554,0.23906308,1.141562581062317,0.621874988079071,0.4407461881637573,1.1375551223754885,0.6187499761581421,0.4477440416812897
mams,gan,,gan,0.1,16.0,6,2.0,,0.5629230255934546,1.886318,0.5601586,1.3261583,,0.6210621,0.53266054,0.8693337440490723,0.7709375023841858,0.5772203207015991,0.8714675903320312,0.7718750238418579,0.5823434591293335
